id_zawodnika; imie; nazwisko; id_druzyny; sezon_rozgrywek; wiek; wzrost; waga; kraj;wystepy; minuty; pozycja; rating; strzaly; strzaly_celne; gole;podania; dokladnosc_podan; podania_kluczowe; asysty; pojedynki; pojedynki_wygrane;proby_przechwytu; przechwyty_udane, dryblingi; dryblingi_wygrane; faule_na_zawodniku;faule_popelnione; kartki_zolte; kartki_czerwone; czy_kontuzjowany
19337; Oliver Robert; McBurnie; 62; 2023; 28.0; 188.0; 79.0; Scotland; 20.0; 1205.0; Attacker; 6.98; 23.0; 15.0; 6.0; 384.0; 11.0; 12.0; 3.0; 307.0; 153.0; 16.0; 5.0; 14.0; 5.0; 25.0; 17.0; 5.0; 0.0; false
303; Rhian Joel; Brewster; 62; 2023; 24.0; 180.0; 75.0; England; 11.0; 303.0; Attacker; 6.354545; 5.0; 3.0; 0.0; 61.0; 4.0; 2.0; 0.0; 50.0; 14.0; 5.0; 0.0; 4.0; 0.0; 5.0; 5.0; 0.0; 1.0; false
312256; Sydie; Peck; 62; 2023; 20.0; 173.0; 0.0; England; 1.0; 9.0; Midfielder; 6.2; 0.0; 0.0; 0.0; 1.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; false
379150; Andre; Chance Brooks; 62; 2023; 21.0; 180.0; 0.0; England; 14.0; 665.0; Midfielder; 6.542857; 3.0; 1.0; 0.0; 153.0; 8.0; 2.0; 0.0; 80.0; 36.0; 10.0; 9.0; 18.0; 11.0; 6.0; 7.0; 1.0; 0.0; false
199310; Anis; Ben Slimane; 62; 2023; 23.0; 188.0; 86.0; Tunisia; 13.0; 366.0; Midfielder; 6.3; 6.0; 3.0; 0.0; 114.0; 6.0; 3.0; 0.0; 74.0; 24.0; 10.0; 5.0; 13.0; 2.0; 5.0; 6.0; 2.0; 0.0; false
19302; Benjamin Jarrod; Osborn; 62; 2023; 30.0; 176.0; 75.0; England; 19.0; 997.0; Midfielder; 6.615789; 1.0; 0.0; 0.0; 323.0; 13.0; 8.0; 1.0; 82.0; 37.0; 20.0; 5.0; 12.0; 6.0; 7.0; 7.0; 2.0; 0.0; false
18762; Thomas; Davies; 62; 2023; 26.0; 180.0; 70.0; England; 9.0; 216.0; Midfielder; 6.255555; 2.0; 1.0; 0.0; 92.0; 7.0; 1.0; 0.0; 41.0; 17.0; 10.0; 3.0; 7.0; 2.0; 2.0; 7.0; 2.0; 0.0; false
10169; Vinicius; de Souza Costa; 62; 2023; 25.0; 187.0; 80.0; Brazil; 30.0; 2347.0; Midfielder; 6.853333; 7.0; 4.0; 1.0; 826.0; 21.0; 3.0; 0.0; 331.0; 198.0; 112.0; 28.0; 23.0; 15.0; 13.0; 40.0; 2.0; 0.0; false
19105; Oliver James; Norwood; 62; 2023; 33.0; 180.0; 75.0; Northern Ireland; 25.0; 1409.0; Midfielder; 6.74; 11.0; 6.0; 1.0; 823.0; 24.0; 15.0; 0.0; 125.0; 63.0; 41.0; 21.0; 1.0; 0.0; 8.0; 15.0; 8.0; 0.0; false
36929; Gustavo Martin Emilio; Hamer; 62; 2023; 27.0; 169.0; 61.0; Netherlands; 30.0; 2406.0; Midfielder; 6.853333; 26.0; 11.0; 3.0; 805.0; 19.0; 48.0; 5.0; 207.0; 76.0; 35.0; 28.0; 46.0; 22.0; 14.0; 41.0; 9.0; 0.0; false
18331; Rhys; Llewelyn Norrington-Davies; 62; 2023; 25.0; 181.0; 68.0; Wales; 5.0; 109.0; Defender; 6.066666; 0.0; 0.0; 0.0; 54.0; 9.0; 1.0; 0.0; 11.0; 4.0; 1.0; 1.0; 1.0; 1.0; 1.0; 3.0; 1.0; 0.0; false
19150; Mason Anthony; Holgate; 62; 2023; 28.0; 184.0; 63.0; England; 7.0; 536.0; Defender; 6.128571; 1.0; 0.0; 0.0; 122.0; 13.0; 1.0; 0.0; 36.0; 21.0; 9.0; 7.0; 1.0; 1.0; 4.0; 6.0; 2.0; 1.0; false
138828; Yasser; Larouci; 62; 2023; 23.0; 176.0; 68.0; Algeria; 10.0; 477.0; Defender; 6.57; 4.0; 1.0; 0.0; 150.0; 10.0; 2.0; 0.0; 55.0; 31.0; 16.0; 7.0; 16.0; 10.0; 4.0; 5.0; 1.0; 0.0; false
19201; Jayden Ian; Bogle; 62; 2023; 24.0; 178.0; 69.0; England; 28.0; 2267.0; Defender; 6.571428; 17.0; 9.0; 2.0; 590.0; 14.0; 8.0; 0.0; 250.0; 128.0; 53.0; 29.0; 37.0; 18.0; 19.0; 32.0; 9.0; 0.0; false
19294; Jack; Robinson; 62; 2023; 31.0; 180.0; 67.0; England; 30.0; 2593.0; Defender; 6.713333; 8.0; 6.0; 1.0; 908.0; 23.0; 10.0; 1.0; 190.0; 116.0; 38.0; 29.0; 7.0; 4.0; 14.0; 17.0; 8.0; 0.0; false
1949; Anel; Ahmedhodžić; 62; 2023; 25.0; 195.0; 84.0; Bosnia and Herzegovina; 26.0; 2199.0; Defender; 6.565384; 12.0; 4.0; 1.0; 770.0; 22.0; 3.0; 0.0; 214.0; 121.0; 55.0; 28.0; 14.0; 9.0; 11.0; 31.0; 9.0; 0.0; false
19093; John; Egan; 62; 2023; 32.0; 185.0; 75.0; Republic of Ireland; 6.0; 484.0; Defender; 6.383333; 2.0; 1.0; 0.0; 183.0; 21.0; 0.0; 0.0; 42.0; 21.0; 6.0; 13.0; 0.0; 0.0; 1.0; 6.0; 2.0; 0.0; false
19091; Christopher Paul; Basham; 62; 2023; 36.0; 190.0; 80.0; England; 8.0; 319.0; Defender; 6.65; 2.0; 0.0; 0.0; 122.0; 11.0; 2.0; 0.0; 41.0; 20.0; 7.0; 5.0; 4.0; 3.0; 3.0; 3.0; 1.0; 0.0; false
50737; Auston Levi-Jesaiah; Trusty; 62; 2023; 26.0; 191.0; 84.0; USA; 26.0; 2033.0; Defender; 6.576923; 6.0; 1.0; 0.0; 618.0; 18.0; 5.0; 0.0; 186.0; 100.0; 39.0; 24.0; 8.0; 3.0; 9.0; 18.0; 4.0; 0.0; false
44809; Max Josef; Lowe; 62; 2023; 27.0; 175.0; 74.0; England; 8.0; 396.0; Defender; 6.5875; 0.0; 0.0; 0.0; 77.0; 7.0; 2.0; 1.0; 52.0; 28.0; 20.0; 5.0; 3.0; 1.0; 3.0; 6.0; 1.0; 0.0; false
19090; George Henry Ivor; Baldock; 62; 2023; 31.0; 178.0; 71.0; Greece; 13.0; 969.0; Defender; 6.623076; 1.0; 0.0; 0.0; 319.0; 18.0; 7.0; 1.0; 105.0; 51.0; 18.0; 10.0; 10.0; 6.0; 14.0; 19.0; 4.0; 0.0; false
1736; Wesley Andrew; Foderingham; 62; 2023; 33.0; 185.0; 75.0; England; 25.0; 2198.0; Goalkeeper; 6.884; 0.0; 0.0; 0.0; 782.0; 16.0; 0.0; 0.0; 19.0; 16.0; 3.0; 0.0; 2.0; 2.0; 10.0; 1.0; 2.0; 0.0; false
14382; Ivo; Grbić; 62; 2023; 28.0; 195.0; 83.0; Croatia; 8.0; 682.0; Goalkeeper; 6.7375; 0.0; 0.0; 0.0; 236.0; 12.0; 0.0; 0.0; 9.0; 9.0; 0.0; 0.0; 0.0; 0.0; 2.0; 0.0; 1.0; 0.0; false
304161; Bénie Adama; Traoré; 62; 2023; 22.0; 172.0; 64.0; Côte d'Ivoire; 8.0; 384.0; Attacker; 6.35; 1.0; 1.0; 0.0; 67.0; 6.0; 4.0; 0.0; 69.0; 15.0; 4.0; 1.0; 20.0; 5.0; 4.0; 10.0; 0.0; 0.0; false
152969; Luke Jonathan; Thomas; 62; 2023; 23.0; 181.0; 0.0; England; 12.0; 920.0; Defender; 6.608333; 4.0; 1.0; 0.0; 275.0; 16.0; 2.0; 0.0; 88.0; 48.0; 20.0; 10.0; 9.0; 5.0; 13.0; 10.0; 3.0; 0.0; false
19102; John Alexander; Fleck; 62; 2023; 33.0; 170.0; 72.0; Scotland; 4.0; 90.0; Midfielder; 6.55; 0.0; 0.0; 0.0; 40.0; 7.0; 2.0; 0.0; 15.0; 5.0; 1.0; 0.0; 0.0; 0.0; 2.0; 2.0; 1.0; 0.0; false
284474; Michael Oluwakorede; Olakigbe; 55; 2023; 20.0; 0.0; 0.0; England; 8.0; 51.0; Attacker; 6.4625; 2.0; 1.0; 0.0; 32.0; 3.0; 0.0; 0.0; 23.0; 9.0; 3.0; 1.0; 10.0; 3.0; 2.0; 2.0; 0.0; 0.0; false
180308; Myles; Spencer Peart-Harris; 55; 2023; 22.0; 187.0; 0.0; England; 3.0; 10.0; Midfielder; 6.5; 0.0; 0.0; 0.0; 7.0; 1.0; 1.0; 0.0; 11.0; 2.0; 0.0; 0.0; 0.0; 0.0; 2.0; 2.0; 0.0; 0.0; false
106725; Keane William; Lewis-Potter; 55; 2023; 23.0; 170.0; 67.0; England; 26.0; 1218.0; Attacker; 6.636; 25.0; 15.0; 2.0; 298.0; 9.0; 12.0; 1.0; 135.0; 62.0; 17.0; 6.0; 46.0; 18.0; 14.0; 7.0; 0.0; 0.0; false
2699; Sayed Saman; Ghoddos; 55; 2023; 31.0; 175.0; 79.0; Iran; 18.0; 702.0; Attacker; 6.688235; 8.0; 2.0; 1.0; 357.0; 19.0; 9.0; 0.0; 88.0; 41.0; 26.0; 5.0; 11.0; 3.0; 8.0; 12.0; 5.0; 0.0; false
19974; Ivan Benjamin Elijah; Toney; 55; 2023; 28.0; 179.0; 70.0; England; 13.0; 1089.0; Attacker; 7.053846; 32.0; 16.0; 4.0; 305.0; 13.0; 10.0; 1.0; 190.0; 89.0; 12.0; 8.0; 16.0; 8.0; 23.0; 19.0; 3.0; 0.0; false
19364; Neal; Maupay; 55; 2023; 28.0; 173.0; 69.0; France; 27.0; 1291.0; Attacker; 6.8; 23.0; 16.0; 6.0; 362.0; 9.0; 16.0; 3.0; 170.0; 59.0; 10.0; 2.0; 28.0; 9.0; 26.0; 18.0; 7.0; 0.0; false
263538; Yehor; Yarmoliuk; 55; 2023; 20.0; 180.0; 72.0; Ukraine; 22.0; 616.0; Midfielder; 6.647619; 7.0; 4.0; 0.0; 246.0; 8.0; 2.0; 0.0; 81.0; 43.0; 14.0; 6.0; 21.0; 16.0; 4.0; 9.0; 2.0; 0.0; false
25073; Vitaly; Janelt; 55; 2023; 26.0; 184.0; 79.0; Germany; 33.0; 2692.0; Midfielder; 6.960606; 12.0; 6.0; 0.0; 1128.0; 27.0; 31.0; 2.0; 208.0; 117.0; 57.0; 32.0; 13.0; 7.0; 23.0; 24.0; 8.0; 0.0; false
20110; Shandon Harkeem; Baptiste; 55; 2023; 26.0; 175.0; 67.0; Grenada; 10.0; 224.0; Midfielder; 6.744444; 2.0; 2.0; 1.0; 86.0; 6.0; 4.0; 1.0; 31.0; 13.0; 4.0; 3.0; 11.0; 6.0; 0.0; 3.0; 1.0; 0.0; false
15908; Mikkel; Krogh Damsgaard; 55; 2023; 24.0; 180.0; 66.0; Denmark; 18.0; 556.0; Midfielder; 6.827777; 5.0; 3.0; 0.0; 268.0; 12.0; 8.0; 2.0; 87.0; 41.0; 19.0; 10.0; 10.0; 5.0; 6.0; 11.0; 1.0; 0.0; false
15799; Ogochukwu Frank; Onyeka; 55; 2023; 26.0; 183.0; 70.0; Nigeria; 25.0; 1147.0; Midfielder; 6.748; 14.0; 9.0; 1.0; 364.0; 12.0; 11.0; 2.0; 174.0; 88.0; 36.0; 23.0; 25.0; 11.0; 31.0; 24.0; 8.0; 0.0; false
20649; Yoane; Wissa Bileko; 55; 2023; 28.0; 176.0; 74.0; Congo DR; 29.0; 2224.0; Midfielder; 6.972413; 46.0; 22.0; 8.0; 373.0; 9.0; 24.0; 1.0; 253.0; 124.0; 23.0; 8.0; 38.0; 18.0; 47.0; 33.0; 6.0; 0.0; false
47438; Mathias; Jensen; 55; 2023; 28.0; 180.0; 68.0; Denmark; 28.0; 1957.0; Midfielder; 6.975; 11.0; 7.0; 3.0; 844.0; 23.0; 37.0; 3.0; 219.0; 87.0; 50.0; 18.0; 36.0; 16.0; 16.0; 24.0; 3.0; 0.0; false
178077; Kevin; Schade; 55; 2023; 23.0; 183.0; 74.0; Germany; 6.0; 258.0; Midfielder; 6.583333; 4.0; 2.0; 1.0; 67.0; 8.0; 4.0; 1.0; 51.0; 20.0; 3.0; 1.0; 10.0; 1.0; 5.0; 7.0; 0.0; 0.0; false
19362; Pelenda Joshua Tunga; Dasilva; 55; 2023; 26.0; 184.0; 75.0; England; 3.0; 22.0; Midfielder; 6.4; 0.0; 0.0; 0.0; 13.0; 3.0; 1.0; 0.0; 12.0; 4.0; 2.0; 0.0; 4.0; 2.0; 0.0; 2.0; 0.0; 0.0; false
30407; Christian; Thers Nørgaard; 55; 2023; 30.0; 187.0; 77.0; Denmark; 26.0; 2182.0; Midfielder; 7.046153; 22.0; 7.0; 2.0; 1230.0; 37.0; 21.0; 1.0; 285.0; 145.0; 73.0; 46.0; 10.0; 6.0; 27.0; 33.0; 8.0; 0.0; false
19495; Nathan Michael; Collins; 55; 2023; 23.0; 193.0; 0.0; Republic of Ireland; 28.0; 2290.0; Defender; 6.807142; 8.0; 2.0; 1.0; 1241.0; 36.0; 9.0; 1.0; 185.0; 124.0; 33.0; 37.0; 13.0; 11.0; 19.0; 9.0; 3.0; 0.0; false
15745; Mads; Roerslev Rasmussen; 55; 2023; 25.0; 184.0; 77.0; Denmark; 29.0; 1831.0; Defender; 6.648275; 4.0; 1.0; 1.0; 533.0; 12.0; 14.0; 2.0; 165.0; 78.0; 40.0; 18.0; 26.0; 11.0; 15.0; 9.0; 1.0; 0.0; false
18917; Benjamin Thomas; Mee; 55; 2023; 35.0; 180.0; 74.0; England; 16.0; 1275.0; Defender; 6.793333; 6.0; 2.0; 2.0; 605.0; 28.0; 6.0; 0.0; 121.0; 67.0; 26.0; 13.0; 6.0; 3.0; 3.0; 7.0; 1.0; 1.0; false
1119; Kristoffer; Vassbakk Köpp Ajer; 55; 2023; 26.0; 198.0; 92.0; Norway; 24.0; 1565.0; Defender; 6.833333; 6.0; 3.0; 2.0; 619.0; 19.0; 12.0; 1.0; 166.0; 103.0; 32.0; 20.0; 10.0; 8.0; 8.0; 22.0; 5.0; 0.0; false
739; Sergio; Reguilón Rodríguez; 55; 2023; 28.0; 178.0; 68.0; Spain; 11.0; 701.0; Defender; 6.781818; 8.0; 2.0; 0.0; 225.0; 14.0; 11.0; 3.0; 90.0; 51.0; 28.0; 9.0; 13.0; 5.0; 10.0; 8.0; 2.0; 1.0; false
19789; Ethan Rupert; Pinnock; 55; 2023; 31.0; 187.0; 79.0; Jamaica; 24.0; 2070.0; Defender; 7.1; 12.0; 3.0; 1.0; 1178.0; 41.0; 4.0; 0.0; 195.0; 141.0; 32.0; 37.0; 8.0; 6.0; 10.0; 2.0; 0.0; 0.0; false
2731; Mathias; Jattah-Njie Jørgensen; 55; 2023; 34.0; 191.0; 79.0; Denmark; 13.0; 996.0; Defender; 6.883333; 6.0; 2.0; 1.0; 455.0; 25.0; 5.0; 0.0; 91.0; 48.0; 15.0; 12.0; 4.0; 3.0; 6.0; 11.0; 4.0; 0.0; false
19346; Rico Antonio; Henry; 55; 2023; 27.0; 170.0; 67.0; England; 5.0; 402.0; Defender; 7.0; 2.0; 0.0; 0.0; 156.0; 26.0; 6.0; 1.0; 42.0; 24.0; 7.0; 5.0; 8.0; 7.0; 6.0; 4.0; 1.0; 0.0; false
44871; Aaron; Buchanan Hickey; 55; 2023; 22.0; 178.0; 72.0; Scotland; 9.0; 720.0; Defender; 6.733333; 5.0; 1.0; 0.0; 252.0; 25.0; 1.0; 0.0; 67.0; 38.0; 16.0; 3.0; 10.0; 5.0; 16.0; 10.0; 5.0; 0.0; false
26232; Mark; Flekken; 55; 2023; 31.0; 195.0; 87.0; Netherlands; 32.0; 2836.0; Goalkeeper; 7.084375; 0.0; 0.0; 0.0; 1256.0; 26.0; 3.0; 1.0; 24.0; 17.0; 1.0; 0.0; 4.0; 3.0; 4.0; 2.0; 3.0; 0.0; false
1835; Thomas; Strakosha; 55; 2023; 29.0; 186.0; 78.0; Albania; 2.0; 134.0; Goalkeeper; 7.4; 0.0; 0.0; 0.0; 66.0; 23.0; 0.0; 0.0; 1.0; 1.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; false
20589; Bryan Tetsadong Marceau; Mbeumo; 55; 2023; 25.0; 173.0; 64.0; Cameroon; 20.0; 1510.0; Midfielder; 7.265; 37.0; 18.0; 8.0; 493.0; 19.0; 26.0; 3.0; 204.0; 80.0; 14.0; 6.0; 42.0; 14.0; 34.0; 19.0; 1.0; 0.0; false
311157; Matheus; França de Oliveira; 52; 2023; 20.0; 178.0; 67.0; Brazil; 10.0; 224.0; Attacker; 6.59; 6.0; 2.0; 0.0; 65.0; 4.0; 6.0; 1.0; 43.0; 10.0; 3.0; 1.0; 13.0; 4.0; 2.0; 6.0; 1.0; 0.0; false
1135; Odsonne; Édouard; 52; 2023; 26.0; 187.0; 83.0; France; 25.0; 1454.0; Attacker; 6.848; 31.0; 18.0; 7.0; 307.0; 9.0; 16.0; 0.0; 220.0; 85.0; 21.0; 5.0; 37.0; 15.0; 20.0; 27.0; 3.0; 0.0; false
25927; Jean-Philippe; Mateta; 52; 2023; 27.0; 192.0; 88.0; France; 29.0; 1844.0; Attacker; 6.77931; 26.0; 18.0; 7.0; 336.0; 8.0; 25.0; 4.0; 291.0; 98.0; 17.0; 3.0; 48.0; 22.0; 17.0; 34.0; 3.0; 0.0; false
304320; David Ikechukwu; Ozoh; 52; 2023; 19.0; 0.0; 0.0; England; 9.0; 147.0; Midfielder; 6.5125; 0.0; 0.0; 0.0; 51.0; 6.0; 0.0; 0.0; 28.0; 14.0; 10.0; 0.0; 3.0; 1.0; 0.0; 2.0; 1.0; 0.0; false
3428; Jordan Pierre; Ayew; 52; 2023; 33.0; 182.0; 80.0; Ghana; 30.0; 2373.0; Attacker; 7.003333; 33.0; 18.0; 4.0; 718.0; 19.0; 22.0; 6.0; 463.0; 224.0; 56.0; 15.0; 96.0; 46.0; 89.0; 43.0; 7.0; 0.0; false
18853; Jaïro Jocquim; Riedewald; 52; 2023; 28.0; 182.0; 79.0; Netherlands; 5.0; 188.0; Midfielder; 6.46; 0.0; 0.0; 0.0; 63.0; 12.0; 0.0; 0.0; 15.0; 7.0; 5.0; 2.0; 2.0; 1.0; 0.0; 3.0; 0.0; 0.0; false
284449; Jesurun; Rak-Sakyi; 52; 2023; 22.0; 178.0; 0.0; England; 6.0; 130.0; Midfielder; 6.775; 1.0; 1.0; 0.0; 47.0; 6.0; 2.0; 0.0; 26.0; 15.0; 4.0; 3.0; 9.0; 4.0; 5.0; 1.0; 0.0; 0.0; false
152418; Naouirou Mohamed; Ahamada; 52; 2023; 22.0; 183.0; 73.0; France; 17.0; 228.0; Midfielder; 6.358823; 4.0; 2.0; 0.0; 105.0; 5.0; 1.0; 0.0; 44.0; 18.0; 6.0; 1.0; 8.0; 5.0; 5.0; 6.0; 1.0; 0.0; false
3339; Cheick Oumar; Doucouré; 52; 2023; 24.0; 180.0; 73.0; Mali; 11.0; 922.0; Midfielder; 7.036363; 4.0; 2.0; 0.0; 421.0; 33.0; 10.0; 0.0; 92.0; 50.0; 34.0; 20.0; 13.0; 10.0; 1.0; 10.0; 2.0; 0.0; false
288102; Adam James; Wharton; 52; 2023; 20.0; 182.0; 0.0; England; 10.0; 804.0; Midfielder; 7.03; 3.0; 0.0; 0.0; 288.0; 23.0; 15.0; 1.0; 85.0; 45.0; 26.0; 12.0; 2.0; 1.0; 14.0; 9.0; 1.0; 0.0; false
18806; William James; Hughes; 52; 2023; 29.0; 185.0; 74.0; England; 25.0; 1555.0; Midfielder; 6.775; 3.0; 2.0; 0.0; 666.0; 23.0; 17.0; 0.0; 189.0; 96.0; 54.0; 15.0; 11.0; 8.0; 23.0; 33.0; 4.0; 0.0; false
19586; Eberechi Oluchi; Eze; 52; 2023; 26.0; 178.0; 74.0; England; 22.0; 1639.0; Midfielder; 7.414285; 38.0; 25.0; 7.0; 624.0; 23.0; 44.0; 2.0; 270.0; 130.0; 27.0; 9.0; 99.0; 52.0; 39.0; 22.0; 3.0; 0.0; false
18843; Jeffrey; Schlupp; 52; 2023; 32.0; 178.0; 72.0; Ghana; 24.0; 1318.0; Midfielder; 6.73913; 14.0; 10.0; 1.0; 302.0; 9.0; 17.0; 2.0; 176.0; 86.0; 35.0; 6.0; 34.0; 15.0; 15.0; 24.0; 1.0; 0.0; false
2490; Jefferson Andrés; Lerma Solís; 52; 2023; 30.0; 179.0; 70.0; Colombia; 27.0; 2390.0; Midfielder; 7.066666; 29.0; 9.0; 1.0; 1204.0; 36.0; 24.0; 1.0; 261.0; 145.0; 41.0; 36.0; 17.0; 11.0; 25.0; 43.0; 8.0; 0.0; false
19617; Michael Akpovie; Olise; 52; 2023; 23.0; 184.0; 76.0; France; 13.0; 838.0; Midfielder; 7.653846; 19.0; 11.0; 6.0; 381.0; 25.0; 25.0; 3.0; 154.0; 80.0; 16.0; 7.0; 44.0; 30.0; 30.0; 8.0; 0.0; 0.0; false
126949; Christopher Jeffrey; Richards; 52; 2023; 24.0; 188.0; 87.0; USA; 20.0; 1551.0; Defender; 6.8; 4.0; 1.0; 1.0; 601.0; 25.0; 3.0; 0.0; 142.0; 86.0; 36.0; 22.0; 0.0; 0.0; 6.0; 10.0; 2.0; 0.0; false
18862; Nathaniel Edwin; Clyne; 52; 2023; 33.0; 175.0; 67.0; England; 13.0; 809.0; Defender; 6.758333; 2.0; 0.0; 0.0; 294.0; 19.0; 1.0; 0.0; 41.0; 27.0; 15.0; 4.0; 9.0; 4.0; 0.0; 2.0; 0.0; 0.0; false
2729; Joachim Christian; Andersen; 52; 2023; 28.0; 192.0; 90.0; Denmark; 32.0; 2880.0; Defender; 7.021875; 15.0; 8.0; 2.0; 1751.0; 43.0; 15.0; 2.0; 237.0; 148.0; 45.0; 38.0; 18.0; 13.0; 23.0; 33.0; 5.0; 0.0; false
13736; Daniel; Muñoz Mejía; 52; 2023; 28.0; 180.0; 73.0; Colombia; 10.0; 900.0; Defender; 7.0; 3.0; 0.0; 0.0; 287.0; 21.0; 7.0; 1.0; 110.0; 56.0; 28.0; 16.0; 13.0; 8.0; 6.0; 17.0; 3.0; 0.0; false
67971; Addji Keaninkin Marc-Israel; Guéhi; 52; 2023; 24.0; 182.0; 82.0; England; 22.0; 1915.0; Defender; 6.881818; 4.0; 0.0; 0.0; 1226.0; 48.0; 6.0; 1.0; 141.0; 87.0; 26.0; 17.0; 11.0; 7.0; 25.0; 13.0; 2.0; 0.0; false
18844; James Oliver Charles; Tomkins; 52; 2023; 35.0; 192.0; 74.0; England; 3.0; 3.0; Defender; 6.25; 0.0; 0.0; 0.0; 11.0; 2.0; 0.0; 0.0; 1.0; 1.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; false
182201; Tyrick Kwon; Mitchell; 52; 2023; 25.0; 175.0; 68.0; England; 31.0; 2694.0; Defender; 6.867741; 4.0; 2.0; 1.0; 994.0; 23.0; 18.0; 3.0; 224.0; 134.0; 92.0; 25.0; 25.0; 12.0; 14.0; 20.0; 5.0; 0.0; false
18847; Joel Edward Philip; Ward; 52; 2023; 35.0; 188.0; 83.0; England; 24.0; 1979.0; Defender; 6.654166; 7.0; 0.0; 0.0; 801.0; 26.0; 3.0; 1.0; 198.0; 104.0; 45.0; 14.0; 12.0; 8.0; 6.0; 22.0; 4.0; 0.0; false
19684; Remi Luke; Matthews; 52; 2023; 30.0; 184.0; 78.0; England; 1.0; 3.0; Goalkeeper; 6.3; 0.0; 0.0; 0.0; 5.0; 0.0; 0.0; 0.0; 1.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; false
19088; Dean Bradley; Henderson; 52; 2023; 27.0; 188.0; 85.0; England; 12.0; 1080.0; Goalkeeper; 6.841666; 0.0; 0.0; 0.0; 296.0; 12.0; 0.0; 0.0; 3.0; 2.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; false
19143; Samuel Luke; Johnstone; 52; 2023; 31.0; 193.0; 85.0; England; 20.0; 1797.0; Goalkeeper; 6.845; 0.0; 0.0; 0.0; 531.0; 14.0; 0.0; 0.0; 5.0; 3.0; 1.0; 1.0; 0.0; 0.0; 0.0; 1.0; 1.0; 0.0; false
340135; Mark; O’Mahony; 51; 2023; 19.0; 0.0; 0.0; Republic of Ireland; 1.0; 1.0; Attacker; 6.3; 0.0; 0.0; 0.0; 2.0; 2.0; 0.0; 0.0; 2.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 1.0; 0.0; false
336599; Benicio; Baker-Boaitey; 51; 2023; 20.0; 0.0; 0.0; England; 4.0; 12.0; Attacker; 6.533333; 0.0; 0.0; 0.0; 14.0; 2.0; 0.0; 0.0; 2.0; 1.0; 0.0; 0.0; 1.0; 1.0; 0.0; 0.0; 0.0; 0.0; false
129643; Evan Joe; Ferguson; 51; 2023; 20.0; 183.0; 78.0; Republic of Ireland; 27.0; 1365.0; Attacker; 6.796296; 29.0; 20.0; 6.0; 300.0; 9.0; 6.0; 0.0; 146.0; 59.0; 14.0; 2.0; 13.0; 7.0; 25.0; 24.0; 1.0; 0.0; false
301771; Simon Kofi; Adingra; 51; 2023; 22.0; 175.0; 68.0; Côte d'Ivoire; 25.0; 1773.0; Attacker; 6.968; 34.0; 18.0; 6.0; 613.0; 19.0; 25.0; 1.0; 229.0; 99.0; 32.0; 13.0; 98.0; 44.0; 15.0; 22.0; 2.0; 0.0; false
135775; Anssumane; Fati Vieira; 51; 2023; 22.0; 178.0; 66.0; Spain; 17.0; 497.0; Attacker; 6.726666; 14.0; 11.0; 2.0; 195.0; 11.0; 6.0; 0.0; 63.0; 21.0; 4.0; 3.0; 13.0; 5.0; 11.0; 6.0; 2.0; 0.0; false
70747; Julio César; Enciso Espínola; 51; 2023; 20.0; 168.0; 64.0; Paraguay; 7.0; 236.0; Attacker; 6.942857; 14.0; 6.0; 0.0; 68.0; 8.0; 4.0; 2.0; 35.0; 16.0; 1.0; 0.0; 16.0; 10.0; 5.0; 3.0; 1.0; 0.0; false
10329; João Pedro; Junqueira de Jesus; 51; 2023; 23.0; 182.0; 70.0; Brazil; 26.0; 1593.0; Attacker; 7.253846; 36.0; 22.0; 8.0; 624.0; 19.0; 27.0; 2.0; 282.0; 147.0; 26.0; 9.0; 67.0; 33.0; 54.0; 16.0; 2.0; 0.0; false
1469; Daniel Nii; Tackie Mensah Welbeck; 51; 2023; 34.0; 185.0; 73.0; England; 23.0; 1296.0; Attacker; 6.795652; 26.0; 13.0; 4.0; 401.0; 15.0; 18.0; 1.0; 120.0; 57.0; 21.0; 9.0; 20.0; 6.0; 19.0; 8.0; 3.0; 0.0; false
305730; Jack Luca; Hinshelwood; 51; 2023; 19.0; 0.0; 0.0; England; 12.0; 871.0; Midfielder; 6.925; 13.0; 8.0; 3.0; 434.0; 30.0; 8.0; 0.0; 57.0; 24.0; 14.0; 14.0; 4.0; 0.0; 3.0; 11.0; 1.0; 0.0; false
311334; Facundo Valentín; Buonanotte; 51; 2023; 20.0; 174.0; 66.0; Argentina; 23.0; 1079.0; Midfielder; 6.726086; 13.0; 8.0; 3.0; 386.0; 14.0; 17.0; 1.0; 197.0; 85.0; 33.0; 7.0; 39.0; 14.0; 33.0; 28.0; 7.0; 0.0; false
