id_zawodnika; imie; nazwisko; id_druzyny; sezon_rozgrywek; wiek; wzrost; waga; kraj;wystepy; minuty; pozycja; rating; strzaly; strzaly_celne; gole;podania; dokladnosc_podan; podania_kluczowe; asysty; pojedynki; pojedynki_wygrane;proby_przechwytu; przechwyty_udane, dryblingi; dryblingi_wygrane; faule_na_zawodniku;faule_popelnione; kartki_zolte; kartki_czerwone; czy_kontuzjowany
31499; Gennaro; Borrelli; 512; 2023; 24.0; 194.0; 0.0; Italy; 1.0; 23.0; Attacker; 6.3; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; false
2711; Mehdi; Bourabia; 512; 2023; 33.0; 183.0; 73.0; Morocco; 10.0; 197.0; Midfielder; 6.3875; 1.0; 0.0; 0.0; 96.0; 8.0; 1.0; 0.0; 18.0; 8.0; 5.0; 0.0; 1.0; 0.0; 1.0; 5.0; 1.0; 0.0; false
287374; Emmanuel; Ekong; 511; 2023; 22.0; 0.0; 0.0; Sweden; 1.0; 4.0; Attacker; 6.3; 0.0; 0.0; 0.0; 1.0; 1.0; 1.0; 0.0; 3.0; 1.0; 0.0; 0.0; 2.0; 0.0; 1.0; 0.0; 0.0; 0.0; false
367519; Andrea; Sodero; 511; 2023; 20.0; 0.0; 0.0; Italy; 1.0; 4.0; Attacker; 6.2; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; false
334073; Giacomo; Corona; 511; 2023; 20.0; 195.0; 0.0; Italy; 1.0; 4.0; Attacker; 6.7; 0.0; 0.0; 0.0; 2.0; 2.0; 0.0; 0.0; 2.0; 1.0; 0.0; 0.0; 0.0; 0.0; 1.0; 1.0; 0.0; 0.0; false
30438; Nicolò; Cambiaghi; 511; 2023; 24.0; 173.0; 0.0; Italy; 31.0; 2275.0; Attacker; 6.990322; 39.0; 16.0; 1.0; 510.0; 13.0; 27.0; 1.0; 289.0; 139.0; 41.0; 13.0; 63.0; 26.0; 65.0; 44.0; 3.0; 0.0; false
30486; Mattia; Destro; 511; 2023; 33.0; 181.0; 73.0; Italy; 13.0; 288.0; Attacker; 6.561538; 7.0; 3.0; 0.0; 51.0; 3.0; 3.0; 0.0; 41.0; 18.0; 1.0; 2.0; 2.0; 1.0; 4.0; 5.0; 1.0; 0.0; false
286474; Matteo; Cancellieri; 511; 2023; 22.0; 180.0; 0.0; Italy; 30.0; 1468.0; Attacker; 6.746666; 25.0; 8.0; 3.0; 283.0; 6.0; 11.0; 1.0; 298.0; 133.0; 30.0; 6.0; 68.0; 32.0; 44.0; 29.0; 7.0; 0.0; false
30570; Alberto; Cerri; 511; 2023; 28.0; 194.0; 92.0; Italy; 10.0; 504.0; Attacker; 6.57; 4.0; 2.0; 0.0; 121.0; 6.0; 4.0; 0.0; 109.0; 50.0; 3.0; 3.0; 6.0; 1.0; 9.0; 15.0; 2.0; 0.0; false
30845; Emanuel Quartsin; Gyasi; 511; 2023; 30.0; 181.0; 70.0; Ghana; 27.0; 1379.0; Attacker; 6.596296; 11.0; 6.0; 1.0; 364.0; 10.0; 7.0; 0.0; 142.0; 57.0; 24.0; 4.0; 12.0; 2.0; 20.0; 30.0; 6.0; 0.0; false
2216; M'Baye Babacar; Niang; 511; 2023; 30.0; 184.0; 75.0; Senegal; 9.0; 414.0; Attacker; 7.1; 14.0; 7.0; 4.0; 82.0; 6.0; 8.0; 1.0; 76.0; 34.0; 3.0; 1.0; 6.0; 4.0; 18.0; 9.0; 0.0; 0.0; false
31060; Francesco; Caputo; 511; 2023; 37.0; 180.0; 75.0; Italy; 16.0; 1121.0; Attacker; 6.68125; 16.0; 9.0; 3.0; 191.0; 9.0; 9.0; 0.0; 71.0; 30.0; 2.0; 1.0; 8.0; 4.0; 13.0; 8.0; 0.0; 0.0; false
30687; Simone; Bastoni; 511; 2023; 28.0; 183.0; 74.0; Italy; 12.0; 569.0; Midfielder; 6.725; 4.0; 1.0; 1.0; 228.0; 14.0; 8.0; 0.0; 78.0; 41.0; 19.0; 9.0; 9.0; 4.0; 10.0; 12.0; 2.0; 0.0; false
690; Viktor; Kovalenko; 511; 2023; 28.0; 182.0; 75.0; Ukraine; 16.0; 577.0; Midfielder; 6.6875; 5.0; 4.0; 1.0; 220.0; 10.0; 8.0; 1.0; 58.0; 23.0; 5.0; 1.0; 8.0; 1.0; 9.0; 5.0; 0.0; 0.0; false
31021; Alberto; Grassi; 511; 2023; 29.0; 183.0; 75.0; Italy; 23.0; 1536.0; Midfielder; 6.93913; 14.0; 4.0; 0.0; 736.0; 26.0; 6.0; 1.0; 140.0; 73.0; 19.0; 38.0; 9.0; 5.0; 30.0; 20.0; 4.0; 0.0; false
337982; Stiven; Shpendi; 511; 2023; 21.0; 181.0; 0.0; Albania; 11.0; 393.0; Attacker; 6.6; 3.0; 2.0; 0.0; 69.0; 5.0; 5.0; 1.0; 64.0; 17.0; 0.0; 1.0; 7.0; 2.0; 13.0; 12.0; 0.0; 0.0; false
14329; Ardian; Ismajli; 511; 2023; 28.0; 185.0; 76.0; Albania; 22.0; 1685.0; Defender; 6.886363; 2.0; 0.0; 0.0; 869.0; 33.0; 4.0; 0.0; 127.0; 76.0; 24.0; 19.0; 2.0; 0.0; 9.0; 13.0; 1.0; 0.0; false
340700; Jacopo; Fazzini; 511; 2023; 21.0; 178.0; 0.0; Italy; 25.0; 943.0; Midfielder; 6.8125; 9.0; 4.0; 1.0; 363.0; 11.0; 18.0; 1.0; 169.0; 87.0; 40.0; 9.0; 25.0; 16.0; 18.0; 15.0; 5.0; 0.0; false
3014; Szymon Piotr; Żurkowski; 511; 2023; 27.0; 185.0; 79.0; Poland; 11.0; 833.0; Midfielder; 6.954545; 10.0; 6.0; 4.0; 230.0; 16.0; 4.0; 0.0; 108.0; 40.0; 15.0; 6.0; 8.0; 2.0; 17.0; 17.0; 3.0; 0.0; false
56560; Youssef; Maleh; 511; 2023; 26.0; 179.0; 70.0; Morocco; 28.0; 2169.0; Midfielder; 6.810714; 10.0; 2.0; 0.0; 818.0; 23.0; 32.0; 1.0; 225.0; 109.0; 61.0; 19.0; 13.0; 7.0; 30.0; 45.0; 10.0; 0.0; false
319; Sebastiano; Luperto; 511; 2023; 28.0; 191.0; 75.0; Italy; 32.0; 2880.0; Defender; 6.9; 12.0; 3.0; 1.0; 1531.0; 40.0; 9.0; 1.0; 196.0; 111.0; 29.0; 20.0; 8.0; 6.0; 14.0; 24.0; 3.0; 0.0; false
2118; Răzvan Gabriel; Marin; 511; 2023; 28.0; 178.0; 70.0; Romania; 25.0; 1509.0; Midfielder; 6.925; 22.0; 8.0; 0.0; 684.0; 22.0; 29.0; 3.0; 133.0; 68.0; 33.0; 5.0; 25.0; 13.0; 11.0; 22.0; 1.0; 0.0; false
561; Tyronne Efe; Ebuehi; 511; 2023; 29.0; 187.0; 76.0; Nigeria; 15.0; 1095.0; Defender; 6.706666; 2.0; 1.0; 0.0; 428.0; 21.0; 11.0; 1.0; 74.0; 35.0; 14.0; 6.0; 11.0; 4.0; 9.0; 7.0; 0.0; 0.0; false
6931; Liberato Gianpaolo; Cacace; 511; 2023; 24.0; 170.0; 0.0; New Zealand; 26.0; 1715.0; Defender; 6.707692; 7.0; 1.0; 0.0; 756.0; 23.0; 16.0; 1.0; 186.0; 87.0; 36.0; 14.0; 41.0; 19.0; 17.0; 28.0; 6.0; 0.0; false
3000; Bartosz; Bereszyński; 511; 2023; 32.0; 183.0; 77.0; Poland; 18.0; 1281.0; Defender; 6.644444; 2.0; 1.0; 0.0; 548.0; 24.0; 8.0; 1.0; 113.0; 67.0; 28.0; 14.0; 20.0; 10.0; 12.0; 15.0; 2.0; 0.0; false
40582; Sebastian Wiktor; Walukiewicz; 511; 2023; 24.0; 188.0; 0.0; Poland; 23.0; 1864.0; Defender; 6.930434; 3.0; 2.0; 0.0; 959.0; 35.0; 3.0; 0.0; 160.0; 83.0; 35.0; 14.0; 8.0; 7.0; 7.0; 19.0; 6.0; 0.0; false
30416; Etrit; Berisha; 511; 2023; 35.0; 194.0; 82.0; Albania; 14.0; 1260.0; Goalkeeper; 7.107142; 0.0; 0.0; 0.0; 415.0; 19.0; 0.0; 0.0; 10.0; 9.0; 0.0; 0.0; 0.0; 0.0; 2.0; 0.0; 0.0; 0.0; false
30775; Giuseppe; Pezzella; 511; 2023; 27.0; 185.0; 81.0; Italy; 14.0; 675.0; Defender; 6.578571; 2.0; 2.0; 0.0; 293.0; 18.0; 5.0; 0.0; 75.0; 43.0; 18.0; 0.0; 16.0; 6.0; 11.0; 9.0; 3.0; 0.0; false
30731; Elia; Caprile; 511; 2023; 23.0; 191.0; 74.0; Italy; 17.0; 1530.0; Goalkeeper; 7.294117; 0.0; 0.0; 0.0; 497.0; 19.0; 1.0; 0.0; 15.0; 13.0; 1.0; 0.0; 0.0; 0.0; 5.0; 1.0; 0.0; 0.0; false
30794; Samuele; Perisan; 511; 2023; 27.0; 192.0; 75.0; Italy; 1.0; 90.0; Goalkeeper; 6.3; 0.0; 0.0; 0.0; 26.0; 19.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; false
288769; Tommaso; Baldanzi; 511; 2023; 21.0; 176.0; 0.0; Italy; 14.0; 744.0; Midfielder; 6.685714; 8.0; 6.0; 2.0; 227.0; 13.0; 13.0; 0.0; 73.0; 28.0; 4.0; 2.0; 23.0; 7.0; 16.0; 4.0; 1.0; 0.0; false
31402; Filippo; Ranocchia; 511; 2023; 23.0; 178.0; 0.0; Italy; 9.0; 478.0; Midfielder; 6.711111; 5.0; 2.0; 0.0; 204.0; 16.0; 4.0; 0.0; 70.0; 36.0; 16.0; 3.0; 8.0; 6.0; 8.0; 11.0; 3.0; 0.0; false
30932; Liam; Henderson; 511; 2023; 28.0; 183.0; 78.0; Scotland; 1.0; 5.0; Midfielder; 6.2; 0.0; 0.0; 0.0; 4.0; 2.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; false
31555; Nicolas Thibault; Haas; 511; 2023; 28.0; 181.0; 76.0; Switzerland; 1.0; 90.0; Midfielder; 7.7; 1.0; 1.0; 0.0; 51.0; 46.0; 0.0; 0.0; 10.0; 9.0; 5.0; 1.0; 0.0; 0.0; 1.0; 1.0; 1.0; 0.0; false
910; Alexis Alejandro; Sánchez Sánchez; 505; 2023; 36.0; 169.0; 62.0; Chile; 19.0; 585.0; Attacker; 6.938888; 10.0; 4.0; 2.0; 218.0; 9.0; 12.0; 3.0; 74.0; 37.0; 6.0; 1.0; 15.0; 10.0; 13.0; 10.0; 0.0; 0.0; false
217; Lautaro Javier; Martínez; 505; 2023; 27.0; 174.0; 72.0; Argentina; 28.0; 2282.0; Attacker; 7.529629; 66.0; 41.0; 23.0; 639.0; 18.0; 27.0; 2.0; 249.0; 107.0; 20.0; 20.0; 48.0; 15.0; 43.0; 41.0; 4.0; 0.0; false
21509; Marcus Lilian; Thuram-Ulien; 505; 2023; 27.0; 192.0; 90.0; France; 30.0; 2284.0; Attacker; 7.293333; 52.0; 25.0; 11.0; 518.0; 12.0; 26.0; 7.0; 256.0; 143.0; 19.0; 4.0; 39.0; 29.0; 35.0; 30.0; 3.0; 0.0; false
18830; Marko; Arnautović; 505; 2023; 35.0; 192.0; 83.0; Austria; 23.0; 613.0; Attacker; 6.725; 10.0; 6.0; 2.0; 165.0; 6.0; 13.0; 3.0; 58.0; 25.0; 6.0; 5.0; 6.0; 1.0; 14.0; 11.0; 0.0; 0.0; false
408635; Ebenezer; Ajodun Akinsanmiro; 505; 2023; 20.0; 169.0; 0.0; Nigeria; 1.0; 14.0; Midfielder; 6.7; 0.0; 0.0; 0.0; 8.0; 7.0; 1.0; 0.0; 5.0; 3.0; 0.0; 0.0; 0.0; 0.0; 3.0; 0.0; 0.0; 0.0; false
30558; Nicolò; Barella; 505; 2023; 27.0; 175.0; 68.0; Italy; 31.0; 2457.0; Midfielder; 7.103333; 26.0; 10.0; 2.0; 1689.0; 48.0; 38.0; 3.0; 223.0; 98.0; 36.0; 9.0; 45.0; 25.0; 19.0; 25.0; 5.0; 0.0; false
275776; Kristjan; Asllani; 505; 2023; 22.0; 175.0; 0.0; Albania; 18.0; 552.0; Midfielder; 6.917647; 11.0; 4.0; 1.0; 392.0; 21.0; 5.0; 2.0; 40.0; 25.0; 4.0; 8.0; 4.0; 3.0; 14.0; 3.0; 1.0; 0.0; false
1640; Hakan; Çalhanoğlu; 505; 2023; 30.0; 178.0; 76.0; Türkiye; 28.0; 2263.0; Midfielder; 7.653571; 39.0; 20.0; 11.0; 1833.0; 60.0; 49.0; 3.0; 192.0; 108.0; 56.0; 17.0; 14.0; 7.0; 21.0; 41.0; 5.0; 0.0; false
1457; Henrikh; Hamlet Mkhitaryan; 505; 2023; 35.0; 177.0; 75.0; Armenia; 32.0; 2527.0; Midfielder; 7.232258; 25.0; 5.0; 2.0; 1437.0; 40.0; 35.0; 6.0; 215.0; 114.0; 56.0; 27.0; 35.0; 18.0; 25.0; 32.0; 4.0; 0.0; false
51016; Tajon Trevor; Buchanan; 505; 2023; 25.0; 183.0; 68.0; Canada; 5.0; 46.0; Midfielder; 6.56; 0.0; 0.0; 0.0; 24.0; 4.0; 0.0; 0.0; 7.0; 3.0; 1.0; 0.0; 2.0; 1.0; 1.0; 1.0; 0.0; 0.0; false
25321; Davy; Klaassen; 505; 2023; 31.0; 179.0; 70.0; Netherlands; 11.0; 153.0; Midfielder; 6.5375; 0.0; 0.0; 0.0; 60.0; 6.0; 1.0; 0.0; 12.0; 9.0; 4.0; 1.0; 1.0; 1.0; 0.0; 2.0; 1.0; 0.0; false
31173; Davide; Frattesi; 505; 2023; 25.0; 178.0; 74.0; Italy; 26.0; 645.0; Midfielder; 6.73913; 18.0; 8.0; 5.0; 173.0; 6.0; 6.0; 1.0; 75.0; 30.0; 4.0; 4.0; 18.0; 7.0; 10.0; 8.0; 1.0; 0.0; false
30535; Stefano; Sensi; 505; 2023; 29.0; 168.0; 62.0; Italy; 3.0; 28.0; Midfielder; 6.833333; 1.0; 0.0; 0.0; 44.0; 13.0; 2.0; 0.0; 3.0; 1.0; 0.0; 1.0; 1.0; 1.0; 0.0; 0.0; 0.0; 0.0; false
866; Juan Guillermo; Cuadrado Bello; 505; 2023; 36.0; 179.0; 72.0; Colombia; 7.0; 149.0; Midfielder; 7.014285; 2.0; 0.0; 0.0; 86.0; 11.0; 6.0; 2.0; 16.0; 10.0; 3.0; 0.0; 3.0; 1.0; 6.0; 2.0; 1.0; 0.0; false
31009; Alessandro; Bastoni; 505; 2023; 25.0; 190.0; 75.0; Italy; 24.0; 1991.0; Defender; 7.43913; 11.0; 6.0; 1.0; 1430.0; 55.0; 19.0; 3.0; 173.0; 107.0; 37.0; 19.0; 16.0; 9.0; 29.0; 25.0; 5.0; 0.0; false
887; Matteo; Darmian; 505; 2023; 35.0; 182.0; 70.0; Italy; 29.0; 2130.0; Defender; 6.803571; 6.0; 4.0; 2.0; 1086.0; 32.0; 19.0; 1.0; 152.0; 77.0; 44.0; 11.0; 13.0; 4.0; 10.0; 23.0; 2.0; 0.0; false
31010; Federico; Dimarco; 505; 2023; 27.0; 175.0; 75.0; Italy; 26.0; 1822.0; Defender; 7.34; 33.0; 14.0; 5.0; 850.0; 28.0; 53.0; 6.0; 112.0; 63.0; 35.0; 8.0; 17.0; 5.0; 18.0; 10.0; 0.0; 0.0; false
24953; Yann Aurel Ludger; Bisseck; 505; 2023; 24.0; 196.0; 83.0; Germany; 14.0; 717.0; Defender; 7.058333; 7.0; 3.0; 2.0; 515.0; 40.0; 1.0; 0.0; 70.0; 39.0; 11.0; 1.0; 9.0; 3.0; 11.0; 3.0; 0.0; 0.0; false
10238; Carlos Augusto; Zopolato Neves; 505; 2023; 25.0; 184.0; 78.0; Brazil; 31.0; 1306.0; Defender; 6.95; 13.0; 6.0; 0.0; 669.0; 19.0; 13.0; 3.0; 134.0; 79.0; 19.0; 13.0; 17.0; 11.0; 5.0; 14.0; 1.0; 0.0; false
2725; Benjamin Jacques Marcel; Pavard; 505; 2023; 28.0; 186.0; 76.0; France; 19.0; 1318.0; Defender; 7.166666; 10.0; 5.0; 0.0; 928.0; 47.0; 6.0; 0.0; 96.0; 58.0; 25.0; 24.0; 2.0; 1.0; 10.0; 13.0; 5.0; 0.0; false
1836; Francesco; Acerbi; 505; 2023; 36.0; 192.0; 88.0; Italy; 26.0; 2116.0; Defender; 7.196153; 9.0; 5.0; 2.0; 1567.0; 54.0; 6.0; 1.0; 159.0; 104.0; 21.0; 31.0; 3.0; 2.0; 19.0; 19.0; 1.0; 0.0; false
194; Stefan; de Vrij; 505; 2023; 32.0; 190.0; 78.0; Netherlands; 21.0; 1306.0; Defender; 7.036842; 6.0; 3.0; 1.0; 688.0; 31.0; 1.0; 0.0; 84.0; 54.0; 16.0; 20.0; 1.0; 1.0; 1.0; 7.0; 0.0; 0.0; false
226; Denzel Justus Morris; Dumfries; 505; 2023; 28.0; 188.0; 80.0; Netherlands; 27.0; 1492.0; Defender; 6.907692; 12.0; 4.0; 3.0; 523.0; 15.0; 25.0; 4.0; 149.0; 78.0; 19.0; 9.0; 24.0; 12.0; 16.0; 22.0; 2.0; 0.0; false
30441; Emilio; Audero Mulyadi; 505; 2023; 27.0; 190.0; 83.0; Italy; 2.0; 180.0; Goalkeeper; 7.2; 0.0; 0.0; 0.0; 101.0; 41.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; false
2802; Yann; Sommer; 505; 2023; 36.0; 183.0; 79.0; Switzerland; 30.0; 2700.0; Goalkeeper; 7.086206; 0.0; 0.0; 0.0; 905.0; 26.0; 0.0; 0.0; 6.0; 5.0; 2.0; 0.0; 0.0; 0.0; 1.0; 1.0; 1.0; 0.0; false
63542; Martin; Hongla Yma II; 504; 2023; 26.0; 182.0; 77.0; Cameroon; 15.0; 1084.0; Midfielder; 6.806666; 2.0; 0.0; 0.0; 464.0; 25.0; 9.0; 0.0; 76.0; 48.0; 24.0; 7.0; 12.0; 9.0; 6.0; 6.0; 0.0; 0.0; false
264472; Filippo; Terracciano; 504; 2023; 21.0; 180.0; 68.0; Italy; 18.0; 1294.0; Midfielder; 6.883333; 6.0; 3.0; 0.0; 532.0; 21.0; 18.0; 1.0; 170.0; 94.0; 30.0; 20.0; 23.0; 13.0; 32.0; 15.0; 1.0; 0.0; false
31436; Federico; Bonazzoli; 504; 2023; 27.0; 182.0; 79.0; Italy; 20.0; 860.0; Attacker; 6.845; 20.0; 12.0; 3.0; 281.0; 11.0; 8.0; 1.0; 68.0; 32.0; 2.0; 3.0; 10.0; 6.0; 18.0; 9.0; 3.0; 0.0; false
296560; Jackson; Tchatchoua; 504; 2023; 23.0; 186.0; 76.0; Belgium; 22.0; 1440.0; Attacker; 6.67619; 0.0; 0.0; 0.0; 481.0; 16.0; 14.0; 2.0; 109.0; 56.0; 34.0; 17.0; 11.0; 5.0; 7.0; 13.0; 2.0; 0.0; false
133729; Tijjani; Noslin; 504; 2023; 25.0; 180.0; 75.0; Netherlands; 11.0; 807.0; Attacker; 7.090909; 16.0; 9.0; 3.0; 183.0; 11.0; 12.0; 2.0; 124.0; 51.0; 9.0; 1.0; 14.0; 6.0; 7.0; 9.0; 0.0; 0.0; false
129892; Juan Manuel; Cruz; 504; 2023; 25.0; 184.0; 71.0; Argentina; 4.0; 107.0; Attacker; 6.725; 1.0; 0.0; 0.0; 26.0; 4.0; 1.0; 0.0; 9.0; 4.0; 2.0; 1.0; 2.0; 1.0; 0.0; 1.0; 0.0; 0.0; false
2385; Karol Grzegorz; Świderski; 504; 2023; 27.0; 184.0; 77.0; Poland; 10.0; 322.0; Attacker; 6.71; 9.0; 5.0; 1.0; 71.0; 5.0; 5.0; 0.0; 41.0; 13.0; 2.0; 1.0; 8.0; 3.0; 6.0; 4.0; 0.0; 0.0; false
180128; Stefan; Mitrović; 504; 2023; 22.0; 181.0; 0.0; Serbia; 7.0; 196.0; Attacker; 6.528571; 1.0; 0.0; 0.0; 60.0; 7.0; 1.0; 0.0; 28.0; 13.0; 4.0; 0.0; 9.0; 4.0; 2.0; 5.0; 0.0; 0.0; false
93001; Elayis; Tavşan; 504; 2023; 23.0; 183.0; 74.0; Netherlands; 2.0; 31.0; Attacker; 6.25; 0.0; 0.0; 0.0; 6.0; 2.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; false
56851; Michael; Ijemuan Folorunsho; 504; 2023; 26.0; 185.0; 75.0; Italy; 30.0; 2452.0; Midfielder; 6.69; 36.0; 12.0; 4.0; 648.0; 14.0; 17.0; 1.0; 400.0; 189.0; 47.0; 17.0; 56.0; 20.0; 61.0; 42.0; 4.0; 0.0; false
8793; Thomas Michel David; Henry; 504; 2023; 30.0; 192.0; 86.0; France; 16.0; 317.0; Attacker; 6.54375; 12.0; 7.0; 3.0; 60.0; 2.0; 2.0; 0.0; 60.0; 23.0; 0.0; 0.0; 3.0; 0.0; 5.0; 14.0; 2.0; 1.0; false
42007; Daniel Filipe; Bandeira e Silva; 504; 2023; 24.0; 180.0; 75.0; Portugal; 9.0; 322.0; Midfielder; 6.6; 0.0; 0.0; 0.0; 164.0; 15.0; 3.0; 0.0; 31.0; 13.0; 6.0; 3.0; 3.0; 3.0; 2.0; 4.0; 2.0; 0.0; false
418; Suat; Serdar; 504; 2023; 27.0; 184.0; 75.0; Germany; 19.0; 1134.0; Midfielder; 6.794736; 8.0; 4.0; 0.0; 410.0; 16.0; 9.0; 1.0; 158.0; 79.0; 38.0; 15.0; 22.0; 13.0; 11.0; 27.0; 5.0; 0.0; false
194837; Tomáš; Suslov; 504; 2023; 22.0; 173.0; 72.0; Slovakia; 26.0; 1854.0; Midfielder; 6.792307; 34.0; 12.0; 1.0; 415.0; 12.0; 21.0; 4.0; 254.0; 125.0; 35.0; 5.0; 59.0; 34.0; 52.0; 35.0; 6.0; 0.0; false
25349; Ondrej; Duda; 504; 2023; 30.0; 181.0; 75.0; Slovakia; 27.0; 2157.0; Midfielder; 7.07037; 17.0; 6.0; 1.0; 980.0; 28.0; 45.0; 3.0; 235.0; 120.0; 53.0; 20.0; 30.0; 18.0; 45.0; 47.0; 10.0; 0.0; false
2822; Darko; Lazović; 504; 2023; 34.0; 181.0; 73.0; Serbia; 26.0; 1491.0; Midfielder; 6.612; 20.0; 10.0; 2.0; 405.0; 11.0; 22.0; 1.0; 78.0; 32.0; 17.0; 2.0; 17.0; 3.0; 4.0; 5.0; 0.0; 1.0; false
342063; Diego; Coppola; 504; 2023; 21.0; 192.0; 78.0; Italy; 18.0; 1092.0; Defender; 6.766666; 7.0; 1.0; 1.0; 497.0; 24.0; 1.0; 0.0; 148.0; 85.0; 29.0; 18.0; 0.0; 0.0; 3.0; 18.0; 7.0; 0.0; false
125674; Juan David; Cabal Murillo; 504; 2023; 23.0; 186.0; 79.0; Colombia; 17.0; 1109.0; Defender; 6.788235; 7.0; 2.0; 0.0; 480.0; 19.0; 8.0; 0.0; 163.0; 99.0; 26.0; 13.0; 21.0; 12.0; 11.0; 19.0; 3.0; 0.0; false
30921; Paweł Marek; Dawidowicz; 504; 2023; 29.0; 189.0; 80.0; Poland; 25.0; 1959.0; Defender; 6.864; 8.0; 1.0; 0.0; 1085.0; 36.0; 2.0; 0.0; 185.0; 115.0; 48.0; 20.0; 5.0; 4.0; 7.0; 30.0; 5.0; 0.0; false
30526; Giangiacomo; Magnani; 504; 2023; 29.0; 190.0; 85.0; Italy; 27.0; 2067.0; Defender; 7.015384; 8.0; 2.0; 0.0; 852.0; 26.0; 5.0; 0.0; 154.0; 93.0; 27.0; 41.0; 8.0; 6.0; 21.0; 23.0; 5.0; 0.0; false
18745; Rúben Gonçalo Silva; Nascimento Vinagre; 504; 2023; 25.0; 174.0; 71.0; Portugal; 7.0; 99.0; Defender; 6.44; 0.0; 0.0; 0.0; 39.0; 4.0; 3.0; 0.0; 15.0; 6.0; 1.0; 0.0; 3.0; 3.0; 1.0; 3.0; 0.0; 0.0; false
20654; Fabien; Centonze; 504; 2023; 28.0; 182.0; 75.0; France; 6.0; 393.0; Defender; 6.583333; 1.0; 0.0; 0.0; 138.0; 15.0; 4.0; 1.0; 44.0; 23.0; 5.0; 9.0; 15.0; 7.0; 4.0; 7.0; 2.0; 0.0; false
30611; Lorenzo; Montipò; 504; 2023; 28.0; 191.0; 82.0; Italy; 32.0; 2880.0; Goalkeeper; 7.125; 0.0; 0.0; 0.0; 1017.0; 18.0; 1.0; 1.0; 11.0; 8.0; 1.0; 0.0; 0.0; 0.0; 3.0; 0.0; 0.0; 0.0; false
31692; Milan; Đurić; 504; 2023; 34.0; 198.0; 94.0; Bosnia and Herzegovina; 20.0; 1206.0; Attacker; 7.07; 23.0; 15.0; 5.0; 333.0; 9.0; 16.0; 1.0; 237.0; 157.0; 1.0; 1.0; 3.0; 2.0; 19.0; 26.0; 2.0; 0.0; false
30922; Marco Davide; Faraoni; 504; 2023; 33.0; 180.0; 71.0; Italy; 11.0; 605.0; Defender; 6.75; 3.0; 1.0; 0.0; 149.0; 30.0; 2.0; 1.0; 35.0; 17.0; 9.0; 5.0; 4.0; 1.0; 5.0; 2.0; 5.0; 0.0; false
85; Cyril; Ngonge; 504; 2023; 24.0; 179.0; 73.0; Belgium; 19.0; 1437.0; Attacker; 6.994736; 28.0; 14.0; 6.0; 306.0; 11.0; 21.0; 2.0; 218.0; 89.0; 14.0; 4.0; 62.0; 29.0; 22.0; 31.0; 4.0; 0.0; false
137976; Isak Malcolm Kwaku; Hien; 504; 2023; 25.0; 191.0; 88.0; Sweden; 10.0; 864.0; Defender; 6.871428; 0.0; 0.0; 0.0; 162.0; 17.0; 0.0; 0.0; 42.0; 25.0; 8.0; 5.0; 2.0; 1.0; 3.0; 4.0; 1.0; 1.0; false
126741; Bruno Agustín; Amione; 504; 2023; 22.0; 187.0; 83.0; Argentina; 10.0; 580.0; Defender; 6.688888; 5.0; 3.0; 0.0; 270.0; 24.0; 1.0; 0.0; 60.0; 37.0; 11.0; 9.0; 2.0; 1.0; 6.0; 10.0; 2.0; 0.0; false
315026; Yayah; Kallon; 504; 2023; 23.0; 175.0; 70.0; Sierra Leone; 1.0; 3.0; Attacker; 6.2; 0.0; 0.0; 0.0; 3.0; 1.0; 0.0; 0.0; 1.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; false
122; Jordi; Mboula Queralt; 504; 2023; 25.0; 183.0; 74.0; Spain; 11.0; 306.0; Attacker; 6.51; 4.0; 1.0; 0.0; 61.0; 4.0; 3.0; 1.0; 44.0; 14.0; 4.0; 1.0; 4.0; 2.0; 4.0; 5.0; 0.0; 0.0; false
30456; Riccardo; Saponara; 504; 2023; 33.0; 184.0; 73.0; Italy; 12.0; 336.0; Midfielder; 6.45; 2.0; 1.0; 0.0; 113.0; 7.0; 3.0; 0.0; 30.0; 11.0; 3.0; 0.0; 8.0; 4.0; 3.0; 1.0; 0.0; 0.0; false
128772; David; Zima; 503; 2023; 24.0; 190.0; 78.0; Czechia; 5.0; 86.0; Defender; 6.7; 0.0; 0.0; 0.0; 43.0; 9.0; 0.0; 0.0; 10.0; 4.0; 1.0; 3.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; false
